account_id,month,target_rows,distinct_campaigns,latest_target_date,latest_campaign,latest_channel,borrower_id,loan_type,principal_amount,outstanding_amount,dpd,risk_segment,status,timezone,clean_recovery,payment_events,recovered_flag
ACC0014126,2026-04,1,1,2026-04-06,CMP0000107,VOICE,BRW0008212,CONSUMER,85929.36,269414.04,0,NPA,PAID,Asia/Dubai,0.0,0,0
ACC0014126,2026-06,1,1,2026-06-18,CMP0000052,FIELD,BRW0008212,CONSUMER,85929.36,269414.04,0,NPA,PAID,Asia/Dubai,0.0,0,0
ACC0014126,2026-08,1,1,2026-08-04,CMP0000094,SMS,BRW0008212,CONSUMER,85929.36,269414.04,0,NPA,PAID,Asia/Dubai,0.0,0,0
ACC0014127,2026-01,2,2,2026-01-31,CMP0000037,FIELD,BRW0001874,AUTO,495072.37,156933.75,60,MEDIUM,CLOSED,Asia/Kolkata,0.0,0,0
ACC0014127,2026-02,1,1,2026-02-14,CMP0000025,WHATSAPP,BRW0001874,AUTO,495072.37,156933.75,60,MEDIUM,CLOSED,Asia/Kolkata,0.0,0,0
ACC0014127,2026-04,1,1,2026-04-03,CMP0000113,WHATSAPP,BRW0001874,AUTO,495072.37,156933.75,60,MEDIUM,CLOSED,Asia/Kolkata,0.0,0,0
ACC0014128,2026-02,1,1,2026-02-16,CMP0000011,WHATSAPP,BRW0003162,CREDIT_CARD,544546.54,73667.23,90,LOW,PAID,Asia/Kolkata,0.0,0,0
ACC0014129,2026-06,1,1,2026-06-24,CMP0000107,FIELD,BRW0007040,CONSUMER,371874.49,101249.51,75,MEDIUM,ACTIVE,UTC,122573.79,1,1
ACC0014131,2026-03,1,1,2026-03-15,CMP0000108,VOICE,BRW0008485,CONSUMER,697817.19,536896.5,0,NPA,PAID,UTC,0.0,0,0
ACC0014131,2026-05,1,1,2026-05-16,CMP0000026,SMS,BRW0008485,CONSUMER,697817.19,536896.5,0,NPA,PAID,UTC,0.0,0,0
ACC0014131,2026-06,1,1,2026-06-27,CMP0000002,VOICE,BRW0008485,CONSUMER,697817.19,536896.5,0,NPA,PAID,UTC,0.0,0,0
ACC0014132,2026-05,1,1,2026-05-09,CMP0000039,FIELD,BRW0005619,CREDIT_CARD,197116.18,277754.2,180,MEDIUM,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0014133,2026-02,1,1,2026-02-24,CMP0000117,SMS,BRW0008967,CONSUMER,745029.02,333625.32,1,MEDIUM,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0014133,2026-03,1,1,2026-03-12,CMP0000009,SMS,BRW0008967,CONSUMER,745029.02,333625.32,1,MEDIUM,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0014134,2026-02,1,1,2026-02-05,CMP0000024,SMS,BRW0007682,PERSONAL,285862.72,15546.84,180,NPA,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0014134,2026-03,1,1,2026-03-25,CMP0000055,SMS,BRW0007682,PERSONAL,285862.72,15546.84,180,NPA,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0014134,2026-07,1,1,2026-07-09,CMP0000057,SMS,BRW0007682,PERSONAL,285862.72,15546.84,180,NPA,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0014135,2026-01,1,1,2026-01-11,CMP0000078,VOICE,BRW0011309,CONSUMER,672917.89,74394.89,5,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0014135,2026-06,1,1,2026-06-06,CMP0000062,VOICE,BRW0011309,CONSUMER,672917.89,74394.89,5,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0014136,2026-03,2,2,2026-03-24,CMP0000105,SMS,BRW0000489,PERSONAL,487935.72,669173.99,45,HIGH,ACTIVE,UTC,0.0,0,0
ACC0014136,2026-04,1,1,2026-04-20,CMP0000068,WHATSAPP,BRW0000489,PERSONAL,487935.72,669173.99,45,HIGH,ACTIVE,UTC,0.0,0,0
ACC0014137,2026-01,1,1,2026-01-14,CMP0000037,VOICE,BRW0002467,CONSUMER,593198.93,684680.53,30,HIGH,PAID,Asia/Dubai,0.0,0,0
ACC0014138,2026-04,1,1,2026-04-20,CMP0000023,SMS,BRW0009723,PERSONAL,423784.45,456004.37,30,MEDIUM,CLOSED,UTC,0.0,0,0
ACC0014139,2026-04,1,1,2026-04-28,CMP0000086,VOICE,BRW0010886,CONSUMER,327461.54,659549.01,5,HIGH,CLOSED,Asia/Dubai,0.0,0,0
ACC0014140,2026-02,1,1,2026-02-25,CMP0000017,VOICE,BRW0010157,AUTO,680794.42,519467.04,45,LOW,WRITEOFF,UTC,0.0,0,0
ACC0014140,2026-03,1,1,2026-03-20,CMP0000071,FIELD,BRW0010157,AUTO,680794.42,519467.04,45,LOW,WRITEOFF,UTC,0.0,0,0
ACC0014142,2026-04,1,1,2026-04-28,CMP0000099,VOICE,BRW0002123,PERSONAL,426564.25,558978.53,30,MEDIUM,CLOSED,UTC,0.0,0,0
ACC0014142,2026-05,1,1,2026-05-28,CMP0000063,VOICE,BRW0002123,PERSONAL,426564.25,558978.53,30,MEDIUM,CLOSED,UTC,0.0,0,0
ACC0014144,2026-02,2,2,2026-02-15,CMP0000118,VOICE,BRW0007863,CONSUMER,494625.3,572694.22,0,HIGH,ACTIVE,Asia/Dubai,0.0,0,0
ACC0014144,2026-06,1,1,2026-06-10,CMP0000068,FIELD,BRW0007863,CONSUMER,494625.3,572694.22,0,HIGH,ACTIVE,Asia/Dubai,0.0,0,0
ACC0014150,2026-06,1,1,2026-06-06,CMP0000106,WHATSAPP,BRW0005444,CREDIT_CARD,126683.79,407508.48,75,LOW,WRITEOFF,UTC,0.0,0,0
ACC0014150,2026-07,1,1,2026-07-08,CMP0000038,WHATSAPP,BRW0005444,CREDIT_CARD,126683.79,407508.48,75,LOW,WRITEOFF,UTC,0.0,0,0
ACC0014151,2026-05,1,1,2026-05-17,CMP0000024,SMS,BRW0008371,CONSUMER,55509.92,672689.52,120,MEDIUM,PAID,Asia/Kolkata,0.0,0,0
ACC0014152,2026-01,1,1,2026-01-04,CMP0000029,VOICE,BRW0003929,CREDIT_CARD,489298.61,566308.04,45,HIGH,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0014152,2026-03,1,1,2026-03-18,CMP0000062,SMS,BRW0003929,CREDIT_CARD,489298.61,566308.04,45,HIGH,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0014152,2026-05,1,1,2026-05-21,CMP0000071,VOICE,BRW0003929,CREDIT_CARD,489298.61,566308.04,45,HIGH,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0014152,2026-06,1,1,2026-06-23,CMP0000109,FIELD,BRW0003929,CREDIT_CARD,489298.61,566308.04,45,HIGH,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0014153,2026-01,1,1,2026-01-15,CMP0000007,WHATSAPP,BRW0008328,PERSONAL,170835.71,270830.74,15,NPA,PAID,UTC,0.0,0,0
ACC0014153,2026-05,1,1,2026-05-12,CMP0000047,SMS,BRW0008328,PERSONAL,170835.71,270830.74,15,NPA,PAID,UTC,0.0,0,0
ACC0014154,2026-05,1,1,2026-05-22,CMP0000096,VOICE,BRW0011312,BNPL,272456.03,471999.24,0,NPA,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0014154,2026-07,1,1,2026-07-25,CMP0000097,FIELD,BRW0011312,BNPL,272456.03,471999.24,0,NPA,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0014155,2026-04,1,1,2026-04-27,CMP0000007,FIELD,BRW0001835,CONSUMER,416214.02,289807.59,30,NPA,PAID,UTC,0.0,0,0
ACC0014155,2026-07,1,1,2026-07-12,CMP0000001,WHATSAPP,BRW0001835,CONSUMER,416214.02,289807.59,30,NPA,PAID,UTC,0.0,0,0
ACC0014156,2026-02,2,2,2026-02-19,CMP0000041,SMS,BRW0004062,PERSONAL,429512.4,620143.87,1,MEDIUM,CLOSED,UTC,0.0,0,0
ACC0014156,2026-07,1,1,2026-07-23,CMP0000120,FIELD,BRW0004062,PERSONAL,429512.4,620143.87,1,MEDIUM,CLOSED,UTC,0.0,0,0
ACC0014157,2026-02,1,1,2026-02-09,CMP0000117,VOICE,BRW0011936,BNPL,250468.11,669433.37,45,HIGH,PAID,UTC,0.0,0,0
ACC0014157,2026-03,1,1,2026-03-14,CMP0000010,FIELD,BRW0011936,BNPL,250468.11,669433.37,45,HIGH,PAID,UTC,0.0,0,0
ACC0014158,2026-03,1,1,2026-03-21,CMP0000031,VOICE,BRW0001939,CONSUMER,645110.0,549154.48,5,NPA,ACTIVE,Asia/Dubai,0.0,0,0
ACC0014158,2026-07,2,2,2026-07-25,CMP0000045,SMS,BRW0001939,CONSUMER,645110.0,549154.48,5,NPA,ACTIVE,Asia/Dubai,0.0,0,0
ACC0014159,2026-03,1,1,2026-03-17,CMP0000080,VOICE,BRW0008137,BNPL,605913.15,618311.76,1,NPA,PAID,UTC,138784.4,1,1
ACC0014161,2026-05,1,1,2026-05-16,CMP0000064,SMS,BRW0001930,AUTO,283334.11,310342.0,15,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0014163,2026-01,2,2,2026-01-25,CMP0000045,VOICE,BRW0006845,BNPL,165286.94,433607.53,75,HIGH,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0014163,2026-02,1,1,2026-02-11,CMP0000051,WHATSAPP,BRW0006845,BNPL,165286.94,433607.53,75,HIGH,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0014163,2026-03,2,2,2026-03-12,CMP0000035,SMS,BRW0006845,BNPL,165286.94,433607.53,75,HIGH,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0014165,2026-05,1,1,2026-05-29,CMP0000082,VOICE,BRW0004700,CREDIT_CARD,667510.7,488843.68,30,MEDIUM,CLOSED,UTC,0.0,0,0
ACC0014165,2026-06,1,1,2026-06-06,CMP0000037,WHATSAPP,BRW0004700,CREDIT_CARD,667510.7,488843.68,30,MEDIUM,CLOSED,UTC,43178.75,1,1
ACC0014166,2026-03,1,1,2026-03-28,CMP0000110,WHATSAPP,BRW0009693,CONSUMER,520181.66,185655.68,1,NPA,PAID,Asia/Dubai,0.0,0,0
ACC0014167,2026-02,1,1,2026-02-07,CMP0000090,WHATSAPP,BRW0005688,BNPL,236206.92,586839.68,180,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0014167,2026-04,1,1,2026-04-30,CMP0000027,SMS,BRW0005688,BNPL,236206.92,586839.68,180,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0014168,2026-03,1,1,2026-03-10,CMP0000035,WHATSAPP,BRW0003918,CREDIT_CARD,294393.47,413218.2,60,NPA,PAID,Asia/Kolkata,0.0,0,0
ACC0014168,2026-04,1,1,2026-04-20,CMP0000013,WHATSAPP,BRW0003918,CREDIT_CARD,294393.47,413218.2,60,NPA,PAID,Asia/Kolkata,0.0,0,0
ACC0014169,2026-01,1,1,2026-01-10,CMP0000050,VOICE,BRW0010674,AUTO,594481.45,93112.24,120,NPA,PAID,Asia/Dubai,0.0,0,0
ACC0014169,2026-02,1,1,2026-02-21,CMP0000054,SMS,BRW0010674,AUTO,594481.45,93112.24,120,NPA,PAID,Asia/Dubai,0.0,0,0
ACC0014169,2026-03,1,1,2026-03-19,CMP0000059,VOICE,BRW0010674,AUTO,594481.45,93112.24,120,NPA,PAID,Asia/Dubai,0.0,0,0
ACC0014170,2026-04,1,1,2026-04-16,CMP0000018,VOICE,BRW0003441,BNPL,143464.83,293715.05,0,MEDIUM,WRITEOFF,UTC,0.0,0,0
ACC0014170,2026-05,1,1,2026-05-15,CMP0000060,VOICE,BRW0003441,BNPL,143464.83,293715.05,0,MEDIUM,WRITEOFF,UTC,0.0,0,0
ACC0014170,2026-06,2,2,2026-06-23,CMP0000006,FIELD,BRW0003441,BNPL,143464.83,293715.05,0,MEDIUM,WRITEOFF,UTC,0.0,0,0
ACC0014172,2026-08,1,1,2026-08-08,CMP0000024,VOICE,BRW0006025,BNPL,469088.9,591708.13,75,NPA,PAID,UTC,0.0,0,0
ACC0014173,2026-01,1,1,2026-01-18,CMP0000056,SMS,BRW0008971,CONSUMER,74730.46,599757.8,0,MEDIUM,WRITEOFF,UTC,38553.93,1,1
ACC0014173,2026-03,1,1,2026-03-01,CMP0000043,FIELD,BRW0008971,CONSUMER,74730.46,599757.8,0,MEDIUM,WRITEOFF,UTC,0.0,0,0
ACC0014173,2026-07,1,1,2026-07-26,CMP0000098,SMS,BRW0008971,CONSUMER,74730.46,599757.8,0,MEDIUM,WRITEOFF,UTC,0.0,0,0
ACC0014175,2026-04,2,2,2026-04-13,CMP0000065,VOICE,BRW0010430,BNPL,769380.36,228673.26,45,HIGH,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0014176,2026-04,1,1,2026-04-03,CMP0000101,VOICE,BRW0009637,AUTO,55441.37,570049.01,30,NPA,PAID,Asia/Dubai,0.0,0,0
ACC0014176,2026-07,2,2,2026-07-14,CMP0000034,FIELD,BRW0009637,AUTO,55441.37,570049.01,30,NPA,PAID,Asia/Dubai,0.0,0,0
ACC0014177,2026-02,1,1,2026-02-27,CMP0000059,SMS,BRW0003769,PERSONAL,243680.81,374754.6,30,HIGH,WRITEOFF,UTC,0.0,0,0
ACC0014177,2026-03,1,1,2026-03-29,CMP0000103,VOICE,BRW0003769,PERSONAL,243680.81,374754.6,30,HIGH,WRITEOFF,UTC,0.0,0,0
ACC0014177,2026-07,1,1,2026-07-23,CMP0000026,FIELD,BRW0003769,PERSONAL,243680.81,374754.6,30,HIGH,WRITEOFF,UTC,0.0,0,0
ACC0014178,2026-04,1,1,2026-04-22,CMP0000091,SMS,BRW0009355,BNPL,647606.8,101209.9,0,MEDIUM,WRITEOFF,UTC,0.0,0,0
ACC0014178,2026-06,1,1,2026-06-02,CMP0000086,VOICE,BRW0009355,BNPL,647606.8,101209.9,0,MEDIUM,WRITEOFF,UTC,0.0,0,0
ACC0014179,2026-05,1,1,2026-05-24,CMP0000064,SMS,BRW0011142,CONSUMER,471358.63,448908.83,1,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0014180,2026-02,1,1,2026-02-04,CMP0000019,FIELD,BRW0004889,BNPL,680377.52,470077.19,15,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0014180,2026-03,1,1,2026-03-28,CMP0000120,VOICE,BRW0004889,BNPL,680377.52,470077.19,15,MEDIUM,ACTIVE,Asia/Kolkata,136446.85,1,1
ACC0014180,2026-05,1,1,2026-05-03,CMP0000033,VOICE,BRW0004889,BNPL,680377.52,470077.19,15,MEDIUM,ACTIVE,Asia/Kolkata,80203.53,1,1
ACC0014180,2026-06,1,1,2026-06-13,CMP0000110,SMS,BRW0004889,BNPL,680377.52,470077.19,15,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0014180,2026-08,1,1,2026-08-08,CMP0000074,FIELD,BRW0004889,BNPL,680377.52,470077.19,15,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0014182,2026-01,2,2,2026-01-22,CMP0000029,WHATSAPP,BRW0000481,BNPL,570895.58,64875.15,30,LOW,PAID,Asia/Dubai,0.0,0,0
ACC0014183,2026-04,1,1,2026-04-21,CMP0000115,VOICE,BRW0010544,BNPL,755433.54,545367.03,120,LOW,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0014184,2026-01,1,1,2026-01-22,CMP0000012,FIELD,BRW0006134,PERSONAL,637145.78,380426.51,5,MEDIUM,ACTIVE,UTC,40040.91,1,1
ACC0014184,2026-02,1,1,2026-02-02,CMP0000113,FIELD,BRW0006134,PERSONAL,637145.78,380426.51,5,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0014184,2026-03,1,1,2026-03-09,CMP0000095,SMS,BRW0006134,PERSONAL,637145.78,380426.51,5,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0014184,2026-06,1,1,2026-06-06,CMP0000048,WHATSAPP,BRW0006134,PERSONAL,637145.78,380426.51,5,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0014185,2026-01,1,1,2026-01-11,CMP0000016,WHATSAPP,BRW0003691,CONSUMER,416187.58,28769.31,75,NPA,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0014185,2026-05,1,1,2026-05-25,CMP0000044,WHATSAPP,BRW0003691,CONSUMER,416187.58,28769.31,75,NPA,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0014185,2026-06,1,1,2026-06-17,CMP0000112,VOICE,BRW0003691,CONSUMER,416187.58,28769.31,75,NPA,WRITEOFF,Asia/Dubai,130331.88,1,1
ACC0014185,2026-07,1,1,2026-07-15,CMP0000011,SMS,BRW0003691,CONSUMER,416187.58,28769.31,75,NPA,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0014186,2026-01,1,1,2026-01-27,CMP0000112,VOICE,BRW0003240,BNPL,623600.33,387779.8,1,NPA,WRITEOFF,UTC,0.0,0,0
ACC0014186,2026-02,1,1,2026-02-14,CMP0000113,VOICE,BRW0003240,BNPL,623600.33,387779.8,1,NPA,WRITEOFF,UTC,0.0,0,0
ACC0014187,2026-01,1,1,2026-01-28,CMP0000006,VOICE,BRW0005232,AUTO,560870.39,555901.21,0,MEDIUM,CLOSED,Asia/Dubai,69070.8,1,1
ACC0014187,2026-02,1,1,2026-02-11,CMP0000072,SMS,BRW0005232,AUTO,560870.39,555901.21,0,MEDIUM,CLOSED,Asia/Dubai,0.0,0,0
ACC0014187,2026-06,2,2,2026-06-17,CMP0000118,SMS,BRW0005232,AUTO,560870.39,555901.21,0,MEDIUM,CLOSED,Asia/Dubai,0.0,0,0
ACC0014188,2026-01,1,1,2026-01-24,CMP0000055,VOICE,BRW0002862,CONSUMER,756435.22,343220.27,75,NPA,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0014188,2026-03,1,1,2026-03-08,CMP0000092,WHATSAPP,BRW0002862,CONSUMER,756435.22,343220.27,75,NPA,WRITEOFF,Asia/Dubai,125812.15,1,1
ACC0014188,2026-05,1,1,2026-05-21,CMP0000036,VOICE,BRW0002862,CONSUMER,756435.22,343220.27,75,NPA,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0014188,2026-06,1,1,2026-06-18,CMP0000007,VOICE,BRW0002862,CONSUMER,756435.22,343220.27,75,NPA,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0014189,2026-02,1,1,2026-02-05,CMP0000079,SMS,BRW0005536,PERSONAL,261806.76,553622.23,30,HIGH,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0014190,2026-04,1,1,2026-04-09,CMP0000077,SMS,BRW0011124,BNPL,719054.94,524449.15,180,LOW,ACTIVE,Asia/Dubai,0.0,0,0
ACC0014191,2026-01,1,1,2026-01-08,CMP0000003,WHATSAPP,BRW0006730,CONSUMER,431982.07,494233.86,60,LOW,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0014191,2026-04,1,1,2026-04-24,CMP0000031,WHATSAPP,BRW0006730,CONSUMER,431982.07,494233.86,60,LOW,WRITEOFF,Asia/Kolkata,26109.0,1,1
ACC0014192,2026-03,1,1,2026-03-21,CMP0000064,FIELD,BRW0006965,CONSUMER,296760.91,259786.03,0,NPA,CLOSED,Asia/Kolkata,0.0,0,0
ACC0014192,2026-07,2,2,2026-07-23,CMP0000016,FIELD,BRW0006965,CONSUMER,296760.91,259786.03,0,NPA,CLOSED,Asia/Kolkata,0.0,0,0
ACC0014193,2026-01,2,2,2026-01-14,CMP0000109,VOICE,BRW0006990,PERSONAL,483272.29,546638.66,120,NPA,PAID,Asia/Dubai,0.0,0,0
ACC0014194,2026-01,1,1,2026-01-23,CMP0000086,SMS,BRW0010252,AUTO,574706.43,126474.81,75,LOW,WRITEOFF,UTC,0.0,0,0
ACC0014196,2026-02,2,2,2026-02-20,CMP0000093,WHATSAPP,BRW0008745,BNPL,232280.07,227892.03,1,LOW,ACTIVE,Asia/Kolkata,80879.43,1,1
ACC0014198,2026-04,1,1,2026-04-03,CMP0000057,FIELD,BRW0002126,AUTO,151431.56,174848.65,45,LOW,ACTIVE,UTC,0.0,0,0
ACC0014199,2026-06,2,2,2026-06-23,CMP0000089,WHATSAPP,BRW0002328,AUTO,173537.48,482537.67,180,HIGH,PAID,Asia/Dubai,0.0,0,0
ACC0014200,2026-01,1,1,2026-01-27,CMP0000086,WHATSAPP,BRW0008412,CREDIT_CARD,561629.29,32352.1,5,LOW,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0014200,2026-05,1,1,2026-05-25,CMP0000010,FIELD,BRW0008412,CREDIT_CARD,561629.29,32352.1,5,LOW,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0014203,2026-01,2,2,2026-01-29,CMP0000093,SMS,BRW0003351,AUTO,653728.31,159993.92,0,LOW,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0014203,2026-03,1,1,2026-03-25,CMP0000091,SMS,BRW0003351,AUTO,653728.31,159993.92,0,LOW,WRITEOFF,Asia/Kolkata,127665.67,1,1
ACC0014204,2026-01,1,1,2026-01-18,CMP0000014,WHATSAPP,BRW0009487,PERSONAL,573365.85,698064.75,0,HIGH,CLOSED,Asia/Dubai,0.0,0,0
ACC0014204,2026-05,1,1,2026-05-26,CMP0000013,WHATSAPP,BRW0009487,PERSONAL,573365.85,698064.75,0,HIGH,CLOSED,Asia/Dubai,0.0,0,0
ACC0014204,2026-07,1,1,2026-07-13,CMP0000091,WHATSAPP,BRW0009487,PERSONAL,573365.85,698064.75,0,HIGH,CLOSED,Asia/Dubai,0.0,0,0
ACC0014205,2026-02,1,1,2026-02-02,CMP0000111,SMS,BRW0005380,CONSUMER,417259.37,15154.97,5,LOW,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0014205,2026-05,1,1,2026-05-25,CMP0000085,FIELD,BRW0005380,CONSUMER,417259.37,15154.97,5,LOW,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0014205,2026-06,1,1,2026-06-06,CMP0000095,VOICE,BRW0005380,CONSUMER,417259.37,15154.97,5,LOW,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0014205,2026-07,1,1,2026-07-18,CMP0000068,FIELD,BRW0005380,CONSUMER,417259.37,15154.97,5,LOW,WRITEOFF,Asia/Kolkata,24223.53,1,1
ACC0014208,2026-01,1,1,2026-01-17,CMP0000072,WHATSAPP,BRW0002441,AUTO,379694.23,416510.14,45,NPA,CLOSED,UTC,0.0,0,0
ACC0014209,2026-01,1,1,2026-01-22,CMP0000012,FIELD,BRW0006034,CONSUMER,425208.09,309841.61,1,NPA,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0014209,2026-05,1,1,2026-05-18,CMP0000106,VOICE,BRW0006034,CONSUMER,425208.09,309841.61,1,NPA,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0014210,2026-02,1,1,2026-02-12,CMP0000070,SMS,BRW0011478,AUTO,306780.88,487551.88,90,HIGH,PAID,Asia/Kolkata,0.0,0,0
ACC0014210,2026-05,1,1,2026-05-27,CMP0000012,WHATSAPP,BRW0011478,AUTO,306780.88,487551.88,90,HIGH,PAID,Asia/Kolkata,0.0,0,0
ACC0014211,2026-02,1,1,2026-02-14,CMP0000009,VOICE,BRW0011321,BNPL,457849.63,605791.35,0,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0014211,2026-05,1,1,2026-05-26,CMP0000076,FIELD,BRW0011321,BNPL,457849.63,605791.35,0,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0014211,2026-06,1,1,2026-06-18,CMP0000029,VOICE,BRW0011321,BNPL,457849.63,605791.35,0,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0014212,2026-04,2,2,2026-04-17,CMP0000029,SMS,BRW0001359,PERSONAL,696926.63,77826.95,120,HIGH,ACTIVE,UTC,0.0,0,0
ACC0014213,2026-02,1,1,2026-02-09,CMP0000033,FIELD,BRW0006771,PERSONAL,58356.82,485048.78,60,NPA,ACTIVE,Asia/Dubai,0.0,0,0
ACC0014217,2026-02,1,1,2026-02-02,CMP0000076,VOICE,BRW0003466,AUTO,599024.0,198509.96,45,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0014219,2026-05,1,1,2026-05-13,CMP0000084,VOICE,BRW0002984,AUTO,737753.36,210896.98,90,MEDIUM,CLOSED,UTC,0.0,0,0
ACC0014219,2026-07,2,2,2026-07-27,CMP0000045,SMS,BRW0002984,AUTO,737753.36,210896.98,90,MEDIUM,CLOSED,UTC,0.0,0,0
ACC0014220,2026-04,1,1,2026-04-18,CMP0000064,FIELD,BRW0011033,CONSUMER,509357.46,206627.48,0,NPA,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0014220,2026-05,1,1,2026-05-16,CMP0000068,SMS,BRW0011033,CONSUMER,509357.46,206627.48,0,NPA,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0014221,2026-05,1,1,2026-05-23,CMP0000027,FIELD,BRW0000916,PERSONAL,270661.55,198403.07,90,LOW,CLOSED,UTC,0.0,0,0
ACC0014223,2026-06,2,2,2026-06-27,CMP0000041,WHATSAPP,BRW0003896,BNPL,309602.73,561288.74,90,HIGH,CLOSED,UTC,0.0,0,0
ACC0014224,2026-02,2,2,2026-02-08,CMP0000105,FIELD,BRW0011633,BNPL,333987.73,603091.78,75,MEDIUM,PAID,UTC,0.0,0,0
ACC0014224,2026-06,1,1,2026-06-20,CMP0000089,WHATSAPP,BRW0011633,BNPL,333987.73,603091.78,75,MEDIUM,PAID,UTC,0.0,0,0
ACC0014226,2026-04,1,1,2026-04-18,CMP0000014,VOICE,BRW0008811,AUTO,690840.45,407191.21,15,NPA,PAID,UTC,0.0,0,0
ACC0014227,2026-05,3,3,2026-05-12,CMP0000092,WHATSAPP,BRW0006150,CONSUMER,628228.07,509017.66,0,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0014227,2026-06,1,1,2026-06-03,CMP0000011,WHATSAPP,BRW0006150,CONSUMER,628228.07,509017.66,0,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0014229,2026-05,1,1,2026-05-19,CMP0000014,FIELD,BRW0004507,CONSUMER,10890.81,296273.32,60,LOW,PAID,Asia/Kolkata,0.0,0,0
ACC0014230,2026-03,1,1,2026-03-23,CMP0000029,SMS,BRW0006119,AUTO,719234.05,620963.26,15,LOW,ACTIVE,UTC,0.0,0,0
ACC0014231,2026-02,1,1,2026-02-07,CMP0000012,VOICE,BRW0005260,CREDIT_CARD,11564.36,479558.92,0,MEDIUM,CLOSED,Asia/Dubai,0.0,0,0
ACC0014231,2026-03,2,2,2026-03-30,CMP0000076,VOICE,BRW0005260,CREDIT_CARD,11564.36,479558.92,0,MEDIUM,CLOSED,Asia/Dubai,0.0,0,0
ACC0014231,2026-08,1,1,2026-08-06,CMP0000059,WHATSAPP,BRW0005260,CREDIT_CARD,11564.36,479558.92,0,MEDIUM,CLOSED,Asia/Dubai,0.0,0,0
ACC0014232,2026-01,2,2,2026-01-26,CMP0000063,WHATSAPP,BRW0001057,PERSONAL,403385.07,72859.98,1,HIGH,PAID,Asia/Dubai,0.0,0,0
ACC0014232,2026-07,1,1,2026-07-18,CMP0000011,WHATSAPP,BRW0001057,PERSONAL,403385.07,72859.98,1,HIGH,PAID,Asia/Dubai,0.0,0,0
ACC0014232,2026-08,1,1,2026-08-07,CMP0000058,SMS,BRW0001057,PERSONAL,403385.07,72859.98,1,HIGH,PAID,Asia/Dubai,0.0,0,0
ACC0014233,2026-02,1,1,2026-02-09,CMP0000017,SMS,BRW0009018,PERSONAL,617863.32,563262.77,90,LOW,ACTIVE,UTC,0.0,0,0
